platforms_mac,pc_requirements_recommended,price_overview_currency,linux_requirements_recommended,platforms_windows,required_age,header_image,pc_requirements_minimum,current_players,linux_requirements_minimum,is_free,price_overview_initial,steam_appid,price_overview_final,price_overview_discount_percent,coming_soon,recommendations_total,name,metacritic_score,platforms_linux,release_date,mac_requirements_recommended,metacritic_url,mac_requirements_minimum,developers,type,publishers
"false","Recommended:<br>&emsp;OS: 64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10<br>&emsp;Processor: Intel CPU Core i7 3770 3.4 GHz / AMD CPU AMD FX-8350 4 GHz<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: Nvidia GPU GeForce GTX 770 / AMD GPU Radeon R9 290<br>&emsp;Storage: 35 GB available space","GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/292030/header.jpg?t=1540479900","Minimum:<br>&emsp;OS: 64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10<br>&emsp;Processor: Intel CPU Core i5-2500K 3.3GHz / AMD CPU Phenom II X4 940<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870<br>&emsp;Storage: 35 GB available space",8258,,"false",2499,292030,1249,50,"false",151720,"The Witcher® 3: Wild Hunt",93,"false","18 May, 2015",,"https://www.metacritic.com/game/pc/the-witcher-3-wild-hunt?ftag=MCD-06-10aaa1f",,"CD PROJEKT RED","game","CD PROJEKT RED"
"true",,,,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/444200/header.jpg?t=1540472599","Minimum:<br>&emsp;OS: Windows 7, 8.0, 8.1, 10 <br>&emsp;Processor: 2 GHz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: DirectX 9.0c compliant video card with 256 MB RAM<br>&emsp;Storage: 3 GB available space<br>&emsp;Additional Notes: Storage: 3 GB available space",8874,,"true",,444200,,,"false",735,"World of Tanks Blitz",,"false","9 Nov, 2016",,,"Minimum:<br>&emsp;OS: Mac OS X 10.9 Mavericks<br>&emsp;Memory: 2 GB RAM<br>&emsp;Storage: 3 GB available space<br>&emsp;Additional Notes: Mac OS X 10.9 supported models: https://support.apple.com/kb/SP702","Wargaming Group Limited","game","Wargaming Group Limited"
"true","Recommended:<br>&emsp;OS: Windows 7/8.1/10 64-bit<br>&emsp;Processor: Quad core CPU 3.0 GHz<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: GeForce GTX 760-class (2 GB)<br>&emsp;Hard Drive: 3 GB available space","GBP","Recommended:<br>&emsp;OS: Linux Ubuntu 12.04<br>&emsp;Processor: Quad core CPU 3.0 GHz<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: GeForce GTX 760-class (2 GB)<br>&emsp;Hard Drive: 3 GB available space<br>&emsp;Additional Notes: recent binary ATI or NVidia drivers (MESA may not work reliably)","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/227300/header.jpg?t=1540842221","Minimum:<br>&emsp;OS: Windows 7<br>&emsp;Processor: Dual core CPU 2.4 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: GeForce GTS 450-class (Intel HD 4000)<br>&emsp;Hard Drive: 3 GB available space",11426,"Minimum:<br>&emsp;OS: Linux Ubuntu 12.04<br>&emsp;Processor: Dual core CPU 2.4 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: GeForce GTS 450-class (Intel HD 4000)<br>&emsp;Hard Drive: 3 GB available space<br>&emsp;Additional Notes: recent binary ATI or NVidia drivers (MESA may not work reliably)","false",1499,227300,374,75,"false",110698,"Euro Truck Simulator 2",79,"true","16 Jan, 2013","Recommended:<br>&emsp;OS: Mac OS X 10.10 (Yosemite)<br>&emsp;Processor: Quad core CPU 3.0 GHz<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: GeForce GTX 760-class (Intel HD 5300)<br>&emsp;Hard Drive: 3 GB available space","https://www.metacritic.com/game/pc/euro-truck-simulator-2?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS: Mac OS X 10.9 (Mavericks)<br>&emsp;Processor: Dual core CPU 2.4 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: GeForce GTS 450-class (Intel HD 4000)<br>&emsp;Hard Drive: 3 GB available space","SCS Software","game","SCS Software"
"true","Recommended:<br>&emsp;OS: Windows 7 64-bit or newer<br>&emsp;Processor: Intel Core i5 750 @ 2.66 GHz / AMD Phenom II X4 955 @ 3.20 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: ATI Radeon HD 6950 or NVIDIA GeForce GTX570 with 2GB VRAM<br>&emsp;DirectX: Version 9.0c<br>&emsp;Storage: 2 GB available space<br>&emsp;Sound Card: Direct X- compatible soundcard.<br>&emsp;Additional Notes: Mouse and keyboard are required. / Latest available WHQL drivers from both manufacturers. / Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.","GBP","Recommended:<br>&emsp;OS: Ubuntu 14.04 LTS x64<br>&emsp;Processor: Intel Core i5 750 @ 2.66 GHz / AMD Phenom II X4 955 @ 3.20 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: ATI Radeon HD 6950 or NVIDIA GeForce GTX570 with 2GB VRAM / Latest available proprietary drivers from both manufacturers<br>&emsp;Storage: 2 GB available space<br>&emsp;Additional Notes: Controller support: 3-button mouse, keyboard, and speakers are required. / Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/394360/header.jpg?t=1538577042","Minimum:<br>&emsp;OS: Windows 7 64-bit or newer<br>&emsp;Processor: Intel Core 2 Quad Q9400 @ 2.66 GHz / AMD Athlon II X4 650 @ 3.20 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: ATI Radeon HD 5850 or NVIDIA GeForce GTX470 with 1GB VRAM<br>&emsp;DirectX: Version 9.0c<br>&emsp;Storage: 2 GB available space<br>&emsp;Sound Card: Direct X- compatible soundcard.<br>&emsp;Additional Notes: Mouse and keyboard are required. / Latest available WHQL drivers from both manufacturers/  Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.",7642,"Minimum:<br>&emsp;OS: Ubuntu 14.04 LTS x32<br>&emsp;Processor: Intel Core 2 Quad Q9400 @ 2.66 GHz / AMD Athlon II X4 650 @ 3.20 GHz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: ATI Radeon HD 5850 or NVIDIA GeForce GTX470 with 1GB VRAM / Latest available proprietary drivers from both manufacturers<br>&emsp;Storage: 2 GB available space<br>&emsp;Additional Notes: Controller support: 3-button mouse, keyboard, and speakers are required. / Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.","false",3499,394360,3499,0,"false",21839,"Hearts of Iron IV",83,"true","6 Jun, 2016","Recommended:<br>&emsp;OS: Mac OS X 10.11 or better<br>&emsp;Processor: Intel Core i5 @ 2.90 GHz or better<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: ATI Radeon R9 390M or NVIDIA GeForce 750M with 1GB VRAM<br>&emsp;Storage: 2 GB available space<br>&emsp;Additional Notes: Mouse and keyboard are required. / Latest available proprietary drivers from both manufacturers/  Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.","https://www.metacritic.com/game/pc/hearts-of-iron-iv?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS: Mac OS X 10.10 or better<br>&emsp;Processor: Intel Core i5 @ 2.60 GHz or better<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: ATI Radeon HD 6970M<br>&emsp;Storage: 2 GB available space<br>&emsp;Additional Notes: Mouse and keyboard are required. / Latest available proprietary drivers /  Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.","Paradox Development Studio","game","Paradox Interactive"
"false","Recommended:<br>&emsp;OS: Windows 7, Windows 8.1, Windows 10 (64-bit versions only)<br>&emsp;Processor: Intel Core i5-2500K | AMD FX-6350 or equivalent<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA GeForce GTX770/GTX970/GTX1060 with 3 GB VRAM or more | AMD Radeon R9 280X/R9 380/RX470 with 3 GB VRAM or more<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 40 GB available space<br>&emsp;Sound Card: DirectX-Compatible using the latest drivers<br>&emsp;Additional Notes: Mouse and Keyboard supported. Game contains EasyAntiCheat (https://www.easyanticheat.net/) anti-cheat technology and Denuvo (https://www.denuvo.com/) anti-tamper technology.","GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/304390/header.jpg?t=1540191183","Minimum:<br>&emsp;OS: Windows 7, Windows 8.1, Windows 10 (64-bit versions only)<br>&emsp;Processor: Intel Core i3-550 | AMD Phenom II X4 955 or equivalent<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA GeForce GTX660/GTX750ti/GTX950/GTX1050 with 2 GB VRAM or more | AMD Radeon HD6970/HD7870/R9 270/R9 370/RX460 with 2 GB VRAM or more<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 40 GB available space<br>&emsp;Sound Card: DirectX-Compatible using the latest drivers<br>&emsp;Additional Notes: Mouse and Keyboard supported. Game contains EasyAntiCheat (https://www.easyanticheat.net/) anti-cheat technology and Denuvo (https://www.denuvo.com/) anti-tamper technology.",7424,,"false",1249,304390,1249,0,"false",32553,"FOR HONOR™",76,"false","13 Feb, 2017",,"https://www.metacritic.com/game/pc/for-honor?ftag=MCD-06-10aaa1f",,"Ubisoft Montreal<br/>Ubisoft Quebec<br/>Ubisoft Toronto<br/>Blue Byte","game","Ubisoft"
"false","Recommended:<br>								&emsp;Processor: Quad-core Intel or AMD CPU<br>								&emsp;Memory: 4GB System RAM<br>								&emsp;Video Card: DirectX 9.0c compatible NVIDIA or AMD ATI video card with 1GB of RAM (Nvidia GeForce GTX 260 or higher; ATI Radeon 4890 or higher)<br>								","GBP",,"true",15,"https://steamcdn-a.akamaihd.net/steam/apps/72850/header.jpg?t=1493767797","Minimum:<br>								&emsp;OS: Windows 7/Vista/XP PC (32 or 64 bit)<br>								&emsp;Processor: Dual Core 2.0GHz or equivalent processor<br>								&emsp;Memory: 2GB System RAM<br>								&emsp;Hard Disk Space: 6GB free HDD Space<br>								&emsp;Video Card: Direct X 9.0c compliant video card with 512 MB of RAM<br>								&emsp;Sound: DirectX compatible sound card<br>								",6611,,"false",999,72850,999,0,"false",152525,"The Elder Scrolls V: Skyrim",94,"false","10 Nov, 2011",,"https://www.metacritic.com/game/pc/the-elder-scrolls-v-skyrim?ftag=MCD-06-10aaa1f",,"Bethesda Game Studios","game","Bethesda Softworks"
"true",,"GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/646570/header.jpg?t=1530082099","Minimum:<br>&emsp;OS: Windows XP, Vista, 7, 8/8.1, 10<br>&emsp;Processor: 2.0 Ghz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: 256mb Video Memory, capable of OpenGL 2.0+ support<br>&emsp;Storage: 1 GB available space",5788,"Minimum:<br>&emsp;OS: Ubuntu 14.04 LTS<br>&emsp;Processor: 2.0 Ghz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: 128mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable)<br>&emsp;Storage: 1 GB available space","false",1199,646570,1199,0,"false",16700,"Slay the Spire",,"true","14 Nov, 2017",,,"Minimum:<br>&emsp;OS: OSX 10.9.5 - 10.11.6<br>&emsp;Processor: 2.0 Ghz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: 256mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable)<br>&emsp;Storage: 1 GB available space","Mega Crit Games","game","Mega Crit Games"
"true","Recommended:<br>&emsp;OS:/Windows 7/Windows 8<br>	&emsp;Processor:Intel® Pentium® IV 2.4 GHz or AMD 3500+<br>	&emsp;Memory:2 GB RAM<br>	&emsp;Graphics:NVIDIA® GeForce 8800 or ATI Radeon® X1900, 1024mb video memory recommended<br>	&emsp;DirectX®:9.0c<br>	&emsp;Hard Drive:2 GB HD space<br>	&emsp;Sound:Direct X-compatible soundcard<br>	&emsp;Other Requirements:Broadband Internet connection<br>	&emsp;Additional:Controller support: 3-button mouse, keyboard and speakers. Internet Connection or LAN for multiplayer","GBP","Recommended:<br>&emsp;OS:Ubuntu 16.04 LTS<br>	&emsp;Processor:Intel Core Duo Processor (2GHz or better)<br>	&emsp;Memory:2 GB RAM<br>	&emsp;Graphics:ATI Radeon HD 6750 / NVIDIA GeForce 320 / NVIDIA GeForce 9600 or higher, 1024MB graphics memory required<br>	&emsp;Hard Drive:2 GB HD space<br>	&emsp;Other Requirements:Broadband Internet connection<br>	&emsp;Additional:GLSL 1.3, OpenGL 2.1. Controller support: 3-button mouse, keyboard and speakers. Internet Connection or LAN for multiplayer","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/236850/header.jpg?t=1539939079","Minimum:<br>&emsp;OS:Windows 7/Windows 8<br>	&emsp;Processor:Intel® Pentium® IV 2.4 GHz eller AMD 3500+<br>	&emsp;Memory:2 GB RAM<br>	&emsp;Graphics:NVIDIA® GeForce 8800 or ATI Radeon® X1900, 512mb video memory required<br>	&emsp;DirectX®:9.0c<br>	&emsp;Hard Drive:2 GB HD space<br>	&emsp;Sound:Direct X- compatible soundcard <br>	&emsp;Other Requirements:Broadband Internet connection<br>	&emsp;Additional:Controller support: 3-button mouse, keyboard and speakers. Internet Connection or LAN for multiplayer",7049,"Minimum:<br>&emsp;OS:Ubuntu 16.04 LTS<br>	&emsp;Processor:Intel Core Duo Processor (2GHz or better)<br>	&emsp;Memory:2 GB RAM<br>	&emsp;Graphics:ATI Radeon HD 6750 / NVIDIA GeForce 320 / NVIDIA GeForce 9600 or higher, 1024MB graphics memory required<br>	&emsp;Hard Drive:2 GB HD space<br>	&emsp;Other Requirements:Broadband Internet connection<br>	&emsp;Additional:GLSL 1.3, OpenGL 2.1. Controller support: 3-button mouse, keyboard and speakers. Internet Connection or LAN for multiplayer","false",3499,236850,874,75,"false",30883,"Europa Universalis IV",87,"true","13 Aug, 2013","Recommended:<br>&emsp;OS:Mac OS X 10.6.8 or better<br>	&emsp;Processor:Intel Core Duo Processor (2GHz or better)<br>	&emsp;Memory:2 GB RAM<br>	&emsp;Graphics:ATI Radeon HD 6750 / NVIDIA GeForce 320 / NVIDIA GeForce 9600 or higher, 1024MB graphics memory required<br>	&emsp;Hard Drive:2 GB HD space<br>	&emsp;Other Requirements:Broadband Internet connection<br>	&emsp;Additional:GLSL 1.3, OpenGL 2.1. Controller support: 3-button mouse, keyboard and speakers. Internet Connection or LAN for multiplayer","https://www.metacritic.com/game/pc/europa-universalis-iv?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS:Mac OS X 10.6.8 or better<br>	&emsp;Processor:Intel Core Duo Processor (2GHz or better)<br>	&emsp;Memory:2 GB RAM<br>	&emsp;Graphics:ATI Radeon HD 6750 / NVIDIA GeForce 320 / NVIDIA GeForce 9600 or higher, 1024MB graphics memory required<br>	&emsp;Hard Drive:2 GB HD space<br>	&emsp;Other Requirements:Broadband Internet connection<br>	&emsp;Additional:GLSL 1.3, OpenGL 2.1. Controller support: 3-button mouse, keyboard and speakers. Internet Connection or LAN for multiplayer","Paradox Development Studio","game","Paradox Interactive"
"true",,"GBP",,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/10/header.jpg?t=1528733245","<br/>			Minimum: 500 mhz processor, 96mb ram, 16mb video card, Windows XP, Mouse, Keyboard, Internet Connection<br/>			Recommended: 800 mhz processor, 128mb ram, 32mb+ video card, Windows XP, Mouse, Keyboard, Internet Connection<br/>			",8307,"Minimum: Linux Ubuntu 12.04, Dual-core from Intel or AMD at 2.8 GHz, 1GB Memory, nVidia GeForce 8600/9600GT, ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310, AMD 12.11), OpenGL 2.1, 4GB Hard Drive Space, OpenAL Compatible Sound Card","false",719,10,719,0,"false",58911,"Counter-Strike",88,"true","1 Nov, 2000",,"https://www.metacritic.com/game/pc/counter-strike?ftag=MCD-06-10aaa1f","Minimum: OS X  Snow Leopard 10.6.3, 1GB RAM, 4GB Hard Drive Space,NVIDIA GeForce 8 or higher, ATI X1600 or higher, or Intel HD 3000 or higher Mouse, Keyboard, Internet Connection","Valve","game","Valve"
"false",,,,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/438100/header.jpg?t=1515998953","Minimum:<br>&emsp;OS: Windows 7, Windows 8.1, Windows 10<br>&emsp;Processor: Intel® i5-4590 / AMD FX 8350 equivalent or greater<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or greater<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 1 GB available space",4619,,"true",,438100,,,"false",169,"VRChat",,"false","1 Feb, 2017",,,,"VRChat Inc.","game","VRChat Inc."
"false","Recommended:<br>&emsp;OS: Windows7 (64bit)<br>&emsp;Processor: Intel Core i5-3320<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA GeFore GTX970<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 8 GB available space<br>&emsp;Sound Card: On Board<br>&emsp;Additional Notes: 1920 x 1080 monitor resolution",,,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/601510/header.jpg?t=1537848730","Minimum:<br>&emsp;OS: Windows7 (64bit)<br>&emsp;Processor: Intel Core i3-3210<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: Intel(R) HD Graphics 4000<br>&emsp;DirectX: Version 11<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space<br>&emsp;Sound Card: On Board<br>&emsp;Additional Notes: 1280 x 720 monitor resolution",4658,,"true",,601510,,,"false",,"Yu-Gi-Oh! Duel Links",,"false","16 Nov, 2017",,,,"Konami Digital Entertainment","game","Konami Digital Entertainment"
"true",,,,"true",0,"https://steamcdn-a.akamaihd.net/steam/apps/627690/header_alt_assets_0.jpg?t=1540401827","Minimum:<br>&emsp;OS: Microsoft® Windows Server 2008, Windows 7, or Windows 8 Classic<br>&emsp;Processor: 2.33GHz or faster x86-compatible processor, or Intel Atom™ 1.6GHz or faster processor for netbook class devices<br>&emsp;Memory: 512 MB RAM<br>&emsp;Storage: 120 MB available space<br>&emsp;Additional Notes: 120 MB available space",5009,,"true",,627690,,,"false",,"Idle Champions of the Forgotten Realms",,"false","7 Sep, 2017",,,"Minimum:<br>&emsp;OS: Mac OS X v10.6, and above<br>&emsp;Processor: Intel® Core™ Duo 1.83GHz or faster processor<br>&emsp;Memory: 512 MB RAM<br>&emsp;Storage: 120 MB available space","Codename Entertainment Inc.","game","Codename Entertainment Inc."
"true","Recommended:<br>&emsp;OS: Windows 7 x64 or newer<br>&emsp;Processor: AMD Phenom II X4 850 @ 3.3 Ghz or Intel i3 2100 @ 3.1 Ghz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: AMD HD 6850 / or Nvidia GTX 560TI, with 1024MB VRAM<br>&emsp;DirectX: Version 9.0c<br>&emsp;Storage: 4 GB available space<br>&emsp;Sound Card: DirectX 9.0c-compatible sound card<br>&emsp;Additional Notes: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements: Internet Connection or LAN for multiplayer.","GBP","Recommended:<br>&emsp;OS: Ubuntu 16.04 x64<br>&emsp;Processor: AMD Phenom II X4 850 @ 3.3 Ghz / or Intel i3 2100 @ 3.1 Ghz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: AMD HD 6850 / or Nvidia GTX 560TI, with 1024MB VRAM (Latest available proprietary drivers from both manufacturers)<br>&emsp;Storage: 4 GB available space<br>&emsp;Additional Notes: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements: Internet Connection or LAN for multiplayer.","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/281990/header.jpg?t=1540393688","Minimum:<br>&emsp;OS: Windows 7 x86 or newer<br>&emsp;Processor: AMD Athlon II X4 640 @ 3.0 Ghz / or Intel Core 2 Quad 9400 @ 2.66 Ghz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: AMD HD 5770 / or Nvidia GTX 460, with 1024MB VRAM. Latest available WHQL drivers from both manufacturers.<br>&emsp;DirectX: Version 9.0c<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space<br>&emsp;Sound Card: Direct X 9.0c- compatible sound card<br>&emsp;Additional Notes: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements: Internet Connection or LAN for multiplayer.",5027,"Minimum:<br>&emsp;OS: Ubuntu 16.04 x86<br>&emsp;Processor: AMD Athlon II X4 640 @ 3.0 Ghz / or Intel Core 2 Quad 9400 @ 2.66 Ghz<br>&emsp;Memory: 2 GB RAM<br>&emsp;Graphics: AMD HD 5770 / or Nvidia GTX 460, with 1024MB VRAM. Latest available proprietary drivers from both manufacturers.<br>&emsp;Storage: 4 GB available space<br>&emsp;Additional Notes: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements: Internet Connection or LAN for multiplayer.","false",3499,281990,1399,60,"false",27335,"Stellaris",78,"true","9 May, 2016","Recommended:<br>&emsp;OS: OS X 10.11 or newer<br>&emsp;Processor: Intel Core i5 @ 2.9Ghz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: Nvidia GTX 750M / or AMD R9 390M with 1024 VRAM<br>&emsp;Storage: 4 GB available space<br>&emsp;Additional Notes: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements: Internet Connection or LAN for multiplayer","https://www.metacritic.com/game/pc/stellaris?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;OS: OS X 10.8.5 or newer<br>&emsp;Processor: Intel Core i5 @ 2.5Ghz<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: ATI Radeon HD 6750 / NVIDIA GeForce 320 or higher with 1024MB VRAM<br>&emsp;Storage: 4 GB available space<br>&emsp;Additional Notes: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements: Internet Connection or LAN for multiplayer.","Paradox Development Studio","game","Paradox Interactive"
"true","Recommended:<br>&emsp;OS: Windows 7 or higher<br>&emsp;Processor: 3.0 Ghz Quad Core CPU or faster<br>&emsp;Memory: 12 GB RAM<br>&emsp;Graphics: 2 GB Dedicated Memory<br>&emsp;DirectX: Version 10<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space<br>&emsp;Sound Card: Sound Card: DirectX® Compatible<br>&emsp;Additional Notes: Running the Dedicated Server and Client on the same computer will double ram requirements. Also future releases may require more hard drive space.","GBP","Recommended:<br>&emsp;OS: Ubuntu 14.04<br>&emsp;Processor: 3.0 Ghz Quad Core CPU or faster<br>&emsp;Memory: 12 GB RAM<br>&emsp;Graphics: 2 GB Dedicated Memory<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space<br>&emsp;Additional Notes: Running the Dedicated Server and Client on the same computer will double ram requirements. Also future releases may require more hard drive space.","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/251570/header.jpg?t=1502044027","Minimum:<br>&emsp;OS: WindowsXP (Service Pack 3)<br>&emsp;Processor: 2.4 Ghz Dual Core CPU<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: 1 GB Dedicated Memory<br>&emsp;DirectX: Version 10<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space<br>&emsp;Sound Card: Sound Card: DirectX® Compatible<br>&emsp;Additional Notes: Running the Dedicated Server and Client on the same computer will double ram requirements. Also future releases may require more hard drive space.",4473,"Minimum:<br>&emsp;OS: Ubuntu 12.04<br>&emsp;Processor: 2.4 Ghz Dual Core CPU<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: 1 GB Dedicated Memory<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space<br>&emsp;Additional Notes: Running the Dedicated Server and Client on the same computer will double ram requirements. Also future releases may require more hard drive space.","false",1899,251570,683,64,"false",48518,"7 Days to Die",,"true","13 Dec, 2013","Recommended:<br>&emsp;OS: 10.9<br>&emsp;Processor: 3.0 Ghz Quad Core CPU or faster<br>&emsp;Memory: 12 GB RAM<br>&emsp;Graphics: 2 GB Dedicated Memory<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space<br>&emsp;Additional Notes: Running the Dedicated Server and Client on the same computer will double ram requirements. Also future releases may require more hard drive space.",,"Minimum:<br>&emsp;OS: 10.7<br>&emsp;Processor: 2.4 Ghz Dual Core CPU<br>&emsp;Memory: 6 GB RAM<br>&emsp;Graphics: 1 GB Dedicated Memory<br>&emsp;Network: Broadband Internet connection<br>&emsp;Storage: 4 GB available space<br>&emsp;Additional Notes: Running the Dedicated Server and Client on the same computer will double ram requirements. Also future releases may require more hard drive space.","The Fun Pimps","game","The Fun Pimps Entertainment LLC"
"false","Recommended:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Windows 7 SP1 64-bit or Windows 8.1 64-bit or Windows 10 64-bit<br>&emsp;Processor: Intel Core i7 or equivalent<br>&emsp;Memory: 8 GB RAM<br>&emsp;Graphics: NVIDIA GeForce GTX 770 or AMD R9 280<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 60 GB available space<br>&emsp;Additional Notes: Recommended requirements may change during development.","GBP","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","true",0,"https://steamcdn-a.akamaihd.net/steam/apps/435150/header.jpg?t=1539352146","Minimum:<br>&emsp;Requires a 64-bit processor and operating system<br>&emsp;OS: Windows 7 SP1 64-bit or Windows 8.1 64-bit or Windows 10 64-bit<br>&emsp;Processor: Intel Core i5 or equivalent<br>&emsp;Memory: 4 GB RAM<br>&emsp;Graphics: NVIDIA® GeForce® GTX 550 or ATI™ Radeon™ HD 6XXX or higher<br>&emsp;DirectX: Version 11<br>&emsp;Storage: 60 GB available space<br>&emsp;Additional Notes: Minimum requirements may change during development.",4064,"Minimum:<br>&emsp;Requires a 64-bit processor and operating system","false",2999,435150,2009,33,"false",30487,"Divinity: Original Sin 2 - Definitive Edition",93,"false","14 Sep, 2017","Recommended:<br>&emsp;Requires a 64-bit processor and operating system","https://www.metacritic.com/game/pc/divinity-original-sin-ii?ftag=MCD-06-10aaa1f","Minimum:<br>&emsp;Requires a 64-bit processor and operating system","Larian Studios","game","Larian Studios"
